"","t","estimate","conf.low","conf.high","method"
"1",0,1.2935365667607,-0.0518927684155057,2.63896590193691,"stacked"
"2",1,3.47534837978533,1.90197149017869,5.04872526939197,"stacked"
"3",-999,0,0,0,"stacked"
"4",-1,0,0,0,"stacked"
